Rank,University,Points
1,Moscow Polytechnic University,1172.13
2,Bauman Moscow State Technical University,824.2
3,Ural State University of Railway Transport,438.27
4,Moscow State Automobile & Road Technical University - MADI,391.27
5,Peoples' Friendship University of Russia,370.0
6,Togliatti State University,314.43
7,Tyumen Industrial University,161.09
8,Belgorod state technological university named after V. G. Shukhov,64.6
9,Peter the Great St. Petersburg Polytechnic University,40.0
10,Nizhny Novgorod State Technical University,35.0
11,Cherepovets State University,30.66
12,Ufa State Aviation Technical University,15.0
