Rank,University,Points
1,Moscow Polytechnic University,192.04
2,Bauman Moscow State Technical University,108.08
3,Togliatti State University,81.42
4,Belgorod state technological university named after V. G. Shukhov,31.09
5,Peoples' Friendship University of Russia,9.5
6,Ural State University of Railway Transport,5.0
7,Nizhny Novgorod State Technical University,2.5
8,Cherepovets State University,0.0
9,Moscow State Automobile & Road Technical University - MADI,0.0
10,Peter the Great St. Petersburg Polytechnic University,0.0
11,Tyumen Industrial University,0.0
12,Ufa State Aviation Technical University,0.0
