Rank,University,Points
1,Togliatti State University,48.73
2,Nizhny Novgorod State Technical University,28.0
3,Moscow Polytechnic University,21.66
4,Ural State University of Railway Transport,14.5
5,Belgorod state technological university named after V. G. Shukhov,12.67
6,Cherepovets State University,9.0
7,Moscow State Automobile & Road Technical University - MADI,5.5
8,Peoples' Friendship University of Russia,5.0
9,Bauman Moscow State Technical University,4.0
10,Tyumen Industrial University,1.25
11,Peter the Great St. Petersburg Polytechnic University,0.0
12,Ufa State Aviation Technical University,0.0
