Rank,University,Lowest Place,#
1,Togliatti State University,1st,1
2,Bauman Moscow State Technical University,10th,1
3,Moscow Polytechnic University,20th,1
4,Belgorod state technological university named after V. G. Shukhov,N/A,0
5,Cherepovets State University,N/A,0
6,Moscow State Automobile & Road Technical University - MADI,N/A,0
7,Nizhny Novgorod State Technical University,N/A,0
8,Peoples' Friendship University of Russia,N/A,0
9,Peter the Great St. Petersburg Polytechnic University,N/A,0
10,Tyumen Industrial University,N/A,0
11,Ufa State Aviation Technical University,N/A,0
12,Ural State University of Railway Transport,N/A,0
