Rank,University,Points
1,Togliatti State University,310.0
2,Moscow Polytechnic University,253.0
3,Bauman Moscow State Technical University,244.4
4,Belgorod state technological university named after V. G. Shukhov,154.0
5,Ural State University of Railway Transport,141.67
6,Peoples' Friendship University of Russia,133.25
7,Cherepovets State University,125.0
8,Moscow State Automobile & Road Technical University - MADI,113.5
9,Nizhny Novgorod State Technical University,106.0
10,Peter the Great St. Petersburg Polytechnic University,102.0
11,Tyumen Industrial University,51.75
12,Ufa State Aviation Technical University,31.0
