Rank,University,Points
1,Moscow Polytechnic University,1126.84
2,Bauman Moscow State Technical University,495.04
3,Ural State University of Railway Transport,333.57
4,Togliatti State University,328.23
5,Moscow State Automobile & Road Technical University - MADI,283.27
6,Peoples' Friendship University of Russia,233.92
7,Tyumen Industrial University,133.2
8,Belgorod state technological university named after V. G. Shukhov,73.31
9,Peter the Great St. Petersburg Polytechnic University,45.56
10,Cherepovets State University,37.34
11,Nizhny Novgorod State Technical University,36.0
12,Ufa State Aviation Technical University,0.0
