Rank,University,Points
1,Universitat Politécnica de Valéncia,54.97
2,University of Seville,30.58
3,University of Malaga,27.41
4,Universidad Politécnica de Madrid (UPM),21.85
5,TECNUN - University of Navarra,20.88
6,Escola Politècnica Superior d'Enginyeria de Manresa,20.56
7,Universidad Europea de Madrid,17.04
8,Escola Universitària Salesiana de Sarrià (UAB),15.28
9,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,15.13
10,University Carlos III of Madrid,14.33
11,University of Cadiz,14.17
12,University of Valladolid,12.6
13,Universidad Francisco de Vitoria,11.12
14,Universitat Jaume I,8.97
15,Universidad de Vigo,8.88
16,University of the Basque Country,7.58
17,Universidad Rey Juan Carlos,3.96
18,Universidad de Castilla-La Mancha,2.9
19,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,0.96
20,Universidad Politécnica de Cartagena,0.0
21,Universitat de Girona,0.0
