Rank,University,Points
1,Universitat Politécnica de Valéncia,1489.49
2,University of Seville,1139.66
3,Universidad Politécnica de Madrid (UPM),975.73
4,Universidad Europea de Madrid,867.5
5,TECNUN - University of Navarra,696.27
6,Escola Politècnica Superior d'Enginyeria de Manresa,627.31
7,Universidad de Vigo,619.53
8,University Carlos III of Madrid,590.97
9,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,448.01
10,Universidad Rey Juan Carlos,345.54
11,University of Cadiz,345.02
12,University of Malaga,343.5
13,Universitat Jaume I,236.07
14,University of the Basque Country,226.51
15,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,226.07
16,Universidad Politécnica de Cartagena,223.2
17,Escola Universitària Salesiana de Sarrià (UAB),205.46
18,Universidad Francisco de Vitoria,176.95
19,Universidad de Castilla-La Mancha,104.18
20,Universitat de Girona,10.3
21,University of Valladolid,0.97
