Rank,University,Points
1,Universitat Politécnica de Valéncia,3964.4
2,University of Seville,748.45
3,Escola Politècnica Superior d'Enginyeria de Manresa,706.68
4,University of Malaga,566.51
5,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,387.27
6,Universidad de Vigo,331.1
7,TECNUN - University of Navarra,303.14
8,Universidad Politécnica de Madrid (UPM),173.4
9,Universidad Europea de Madrid,116.77
10,University of the Basque Country,111.61
11,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,45.0
12,University of Cadiz,26.13
13,Escola Universitària Salesiana de Sarrià (UAB),25.0
14,Universidad Francisco de Vitoria,25.0
15,Universidad Rey Juan Carlos,25.0
16,Universitat Jaume I,25.0
17,Universidad de Castilla-La Mancha,4.0
18,Universidad Politécnica de Cartagena,0.0
19,Universitat de Girona,0.0
20,University Carlos III of Madrid,0.0
21,University of Valladolid,0.0
