Rank,University,Lowest Place,#
1,Escola Politècnica Superior d'Enginyeria de Manresa,2nd,1
2,Universitat Politécnica de Valéncia,2nd,1
3,Universidad Europea de Madrid,3rd,1
4,University of Malaga,3rd,1
5,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,4th,1
6,University of Seville,5th,1
7,TECNUN - University of Navarra,8th,1
8,Universidad de Vigo,9th,1
9,Universidad Politécnica de Madrid (UPM),16th,1
10,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,27th,1
11,Escola Universitària Salesiana de Sarrià (UAB),N/A,0
12,Universidad de Castilla-La Mancha,N/A,0
13,Universidad Francisco de Vitoria,N/A,0
14,Universidad Politécnica de Cartagena,N/A,0
15,Universidad Rey Juan Carlos,N/A,0
16,Universitat de Girona,N/A,0
17,Universitat Jaume I,N/A,0
18,University Carlos III of Madrid,N/A,0
19,University of Cadiz,N/A,0
20,University of the Basque Country,N/A,0
21,University of Valladolid,N/A,0
