Rank,University,Points
1,Universidad Politécnica de Madrid (UPM),57.4
2,Universitat Politécnica de Valéncia,57.01
3,University of Seville,56.98
4,Universidad Politécnica de Cartagena,55.8
5,University of Malaga,50.85
6,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,49.78
7,TECNUN - University of Navarra,46.42
8,Universidad de Vigo,42.69
9,University of Cadiz,42.21
10,Escola Politècnica Superior d'Enginyeria de Manresa,41.93
11,Escola Universitària Salesiana de Sarrià (UAB),41.09
12,Universidad Francisco de Vitoria,40.32
13,Universidad Europea de Madrid,40.05
14,Universidad Rey Juan Carlos,37.85
15,University of the Basque Country,37.75
16,University Carlos III of Madrid,37.4
17,Universidad de Castilla-La Mancha,34.73
18,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,28.19
19,Universitat Jaume I,27.66
20,Universitat de Girona,3.43
21,University of Valladolid,0.97
