Rank,University,Points
1,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,77.61
2,University Carlos III of Madrid,73.38
3,Universitat Politécnica de Valéncia,70.42
4,Escola Politècnica Superior d'Enginyeria de Manresa,66.03
5,University of Seville,65.29
6,TECNUN - University of Navarra,64.49
7,Universidad Politécnica de Madrid (UPM),61.48
8,Escola Universitària Salesiana de Sarrià (UAB),53.68
9,University of Cadiz,51.12
10,University of the Basque Country,50.0
11,Universidad Politécnica de Cartagena,49.72
12,Universidad Rey Juan Carlos,45.33
13,Universidad de Vigo,41.64
14,Universitat Jaume I,40.5
15,Universidad Europea de Madrid,39.16
16,Universidad de Castilla-La Mancha,36.44
17,University of Malaga,35.45
18,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,23.03
19,Universidad Francisco de Vitoria,22.95
20,Universitat de Girona,14.33
21,University of Valladolid,0.0
