Rank,University,Points
1,Universitat Politécnica de Valéncia,3319.3
2,University of Seville,1596.28
3,Universidad Europea de Madrid,1487.19
4,University Carlos III of Madrid,1322.8
5,Universidad de Vigo,1184.4
6,Escola Politècnica Superior d'Enginyeria de Manresa,1151.24
7,Universidad Politécnica de Madrid (UPM),1094.0
8,TECNUN - University of Navarra,1027.0
9,Escola Tècnica Superior d'Enginyeria Industrial de Barcelona - Universitat Politècnica de Catalunya,659.0
10,University of Cadiz,595.9
11,Universidad Rey Juan Carlos,538.7
12,University of Malaga,476.2
13,Escola Politècnica Superior d'Enginyeria de Vilanova i la Geltrú UPC,382.63
14,Universitat Jaume I,381.0
15,University of the Basque Country,319.5
16,Escola Universitària Salesiana de Sarrià (UAB),310.37
17,Universidad Francisco de Vitoria,288.4
18,Universidad de Castilla-La Mancha,167.0
19,Universitat de Girona,112.5
20,Universidad Politécnica de Cartagena,93.0
21,University of Valladolid,73.0
