Business Presentation - Average Points,2nd,63.67,
Business Presentation - Best Result,4th,4th,x1
Business Presentation - Total,6th,63.67,
Cost - Average Points,3rd,92.67,
Cost - Best Result,7th,6th,x1
Cost - Total,8th,92.67,
Engineering Design - Average Points,3rd,98.08,
Engineering Design - Best Result,7th,7th,x1
Engineering Design - Total,8th,98.08,
Points - Average Points,3rd,254.0,
Points - Total,7th,254,
