AutoX - Average Points,6th,2.46,
AutoX - Best Result,5th,6th,x1
AutoX - Total,6th,14.78,
Business Presentation - Average Points,6th,49.92,
Business Presentation - Best Result,6th,3rd,x1
Business Presentation - Total,6th,299.51,
Cost - Average Points,9th,51.46,
Cost - Best Result,8th,13th,x1
Cost - Total,6th,308.78,
Endurance - Average Points,5th,8.33,
Endurance - Best Result,4th,5th,x1
Endurance - Total,4th,50.0,
Engineering Design - Average Points,6th,91.68,
Engineering Design - Best Result,4th,3rd,x1
Engineering Design - Total,5th,550.06,
Points - Average Points,6th,199.0,
Points - Total,6th,1194,
