Acceleration - Average Points,4th,22.56,
Acceleration - Best Result,3rd,1st,x1
Acceleration - Total,1st,676.76,
AutoX - Average Points,4th,25.77,
AutoX - Best Result,3rd,4th,x2
AutoX - Total,2nd,773.11,
Business Presentation - Average Points,3rd,56.53,
Business Presentation - Best Result,2nd,1st,x4
Business Presentation - Total,1st,1695.85,
Cost - Average Points,2nd,71.07,
Cost - Best Result,3rd,1st,x1
Cost - Total,1st,2132.18,
Endurance - Average Points,4th,34.47,
Endurance - Best Result,4th,3rd,x1
Endurance - Total,3rd,1034.24,
Engineering Design - Average Points,2nd,110.45,
Engineering Design - Best Result,1st,1st,x3
Engineering Design - Total,1st,3313.45,
Fuel - Average Points,3rd,21.5,
Fuel - Best Result,3rd,2nd,x3
Fuel - Total,2nd,644.98,
Points - Average Points,3rd,362.1,
Points - Total,1st,10863,
Skidpad - Average Points,4th,24.47,
Skidpad - Best Result,3rd,2nd,x1
Skidpad - Total,1st,734.08,
