Acceleration - Average Points,2nd,34.48,
Acceleration - Best Result,4th,3rd,x1
Acceleration - Total,5th,172.42,
AutoX - Average Points,7th,48.59,
AutoX - Best Result,10th,5th,x2
AutoX - Total,9th,242.93,
Business Presentation - Average Points,6th,52.74,
Business Presentation - Best Result,2nd,1st,x1
Business Presentation - Total,7th,263.71,
Cost - Average Points,7th,51.79,
Cost - Best Result,5th,1st,x1
Cost - Total,7th,258.94,
Endurance - Average Points,2nd,162.88,
Endurance - Best Result,2nd,1st,x1
Endurance - Total,3rd,814.39,
Engineering Design - Average Points,7th,107.58,
Engineering Design - Best Result,12th,7th,x1
Engineering Design - Total,6th,537.9,
Fuel - Average Points,7th,26.94,
Fuel - Best Result,9th,3rd,x1
Fuel - Total,8th,134.68,
Points - Average Points,3rd,517.6,
Points - Total,5th,2588,
Skidpad - Average Points,4th,32.77,
Skidpad - Best Result,5th,3rd,x1
Skidpad - Total,5th,163.83,
