Acceleration - Average Points,23rd,24.27,
Acceleration - Best Result,8th,1st,x2
Acceleration - Total,12th,898.15,
AutoX - Average Points,17th,29.99,
AutoX - Best Result,15th,2nd,x1
AutoX - Total,14th,1109.62,
Business Presentation - Average Points,12th,57.79,
Business Presentation - Best Result,9th,1st,x1
Business Presentation - Total,6th,2138.24,
Cost - Average Points,36th,63.22,
Cost - Best Result,32nd,3rd,x1
Cost - Total,9th,2339.16,
Endurance - Average Points,28th,35.47,
Endurance - Best Result,18th,2nd,x1
Endurance - Total,18th,1312.51,
Engineering Design - Average Points,8th,106.83,
Engineering Design - Best Result,8th,1st,x1
Engineering Design - Total,7th,3952.57,
Fuel - Average Points,26th,21.9,
Fuel - Best Result,35th,2nd,x1
Fuel - Total,17th,810.39,
Points - Average Points,16th,362.76,
Points - Total,10th,13422,
Skidpad - Average Points,12th,27.98,
Skidpad - Best Result,6th,1st,x2
Skidpad - Total,8th,1035.36,
