Acceleration - Average Points,47th,2.49,
Acceleration - Best Result,36th,7th,x2
Acceleration - Total,46th,17.4,
AutoX - Average Points,40th,7.57,
AutoX - Best Result,37th,8th,x2
AutoX - Total,42nd,53.01,
Business Presentation - Average Points,61st,36.84,
Business Presentation - Best Result,53rd,10th,x1
Business Presentation - Total,51st,257.89,
Cost - Average Points,62nd,36.76,
Cost - Best Result,56th,11th,x1
Cost - Total,54th,257.31,
Endurance - Average Points,41st,5.0,
Endurance - Best Result,42nd,8th,x2
Endurance - Total,43rd,35.0,
Engineering Design - Average Points,61st,41.87,
Engineering Design - Best Result,44th,10th,x1
Engineering Design - Total,54th,293.08,
Points - Average Points,62nd,115.71,
Points - Total,53rd,810,
Skidpad - Average Points,44th,5.97,
Skidpad - Best Result,31st,6th,x1
Skidpad - Total,42nd,41.82,
