Acceleration - Average Points,6th,2.25,
Acceleration - Best Result,6th,7th,x1
Acceleration - Total,6th,4.5,
AutoX - Average Points,5th,3.25,
AutoX - Best Result,2nd,6th,x1
AutoX - Total,7th,6.5,
Business Presentation - Average Points,5th,50.78,
Business Presentation - Best Result,7th,9th,x1
Business Presentation - Total,7th,101.56,
Cost - Average Points,3rd,74.13,
Cost - Best Result,5th,4th,x1
Cost - Total,7th,148.27,
Endurance - Average Points,4th,22.12,
Endurance - Best Result,2nd,4th,x1
Endurance - Total,6th,44.23,
Engineering Design - Average Points,3rd,105.36,
Engineering Design - Best Result,7th,8th,x1
Engineering Design - Total,7th,210.72,
Fuel - Average Points,1st,50.0,
Fuel - Best Result,1st,1st,x1
Fuel - Total,3rd,100.0,
Points - Average Points,4th,318.5,
Points - Total,7th,637,
Skidpad - Average Points,4th,10.65,
Skidpad - Best Result,2nd,5th,x1
Skidpad - Total,5th,21.3,
