Acceleration - Average Points,15th,15.65,
Acceleration - Best Result,20th,18th,x1
Acceleration - Total,17th,31.3,
AutoX - Average Points,14th,46.4,
AutoX - Best Result,22nd,14th,x1
AutoX - Total,20th,92.8,
Business Presentation - Average Points,41st,44.05,
Business Presentation - Best Result,48th,34th,x1
Business Presentation - Total,39th,88.1,
Cost - Average Points,3rd,82.55,
Cost - Best Result,21st,9th,x2
Cost - Total,24th,165.1,
Endurance - Average Points,26th,1.5,
Endurance - Best Result,26th,32nd,x1
Endurance - Total,26th,3.0,
Engineering Design - Average Points,23rd,72.5,
Engineering Design - Best Result,39th,22nd,x1
Engineering Design - Total,30th,145.0,
Points - Average Points,19th,280.0,
Points - Total,25th,560,
Skidpad - Average Points,13th,17.6,
Skidpad - Best Result,24th,20th,x1
Skidpad - Total,21st,35.2,
