Acceleration - Average Points,4th,13.9,
Acceleration - Best Result,6th,10th,x1
Acceleration - Total,3rd,69.5,
AutoX - Average Points,5th,9.06,
AutoX - Best Result,8th,21st,x1
AutoX - Total,5th,45.3,
Business Presentation - Average Points,19th,47.64,
Business Presentation - Best Result,13th,8th,x1
Business Presentation - Total,9th,238.2,
Cost - Average Points,16th,49.38,
Cost - Best Result,18th,28th,x1
Cost - Total,10th,246.9,
Endurance - Average Points,4th,19.22,
Endurance - Best Result,8th,11th,x1
Endurance - Total,4th,96.1,
Engineering Design - Average Points,11th,64.8,
Engineering Design - Best Result,5th,5th,x1
Engineering Design - Total,6th,324.0,
Fuel - Average Points,4th,20.0,
Fuel - Best Result,2nd,1st,x1
Fuel - Total,4th,100.0,
Points - Average Points,11th,222.4,
Points - Total,6th,1112,
Skidpad - Average Points,4th,6.26,
Skidpad - Best Result,8th,18th,x1
Skidpad - Total,5th,31.3,
