Acceleration - Average Points,12th,20.0,
Acceleration - Best Result,4th,1st,x1
Acceleration - Total,8th,100.0,
AutoX - Average Points,4th,67.68,
AutoX - Best Result,4th,1st,x1
AutoX - Total,4th,338.4,
Business Presentation - Average Points,2nd,66.36,
Business Presentation - Best Result,1st,1st,x2
Business Presentation - Total,5th,331.8,
Cost - Average Points,8th,78.58,
Cost - Best Result,4th,1st,x1
Cost - Total,7th,392.9,
Endurance - Average Points,7th,98.56,
Endurance - Best Result,3rd,1st,x1
Endurance - Total,4th,492.8,
Engineering Design - Average Points,6th,109.0,
Engineering Design - Best Result,5th,3rd,x1
Engineering Design - Total,7th,545.0,
Fuel - Average Points,10th,36.36,
Fuel - Best Result,16th,4th,x1
Fuel - Total,11th,181.8,
Points - Average Points,6th,499.8,
Points - Total,5th,2499,
Skidpad - Average Points,9th,27.24,
Skidpad - Best Result,7th,2nd,x1
Skidpad - Total,6th,136.2,
