Acceleration - Average Points,4th,18.13,
Acceleration - Best Result,2nd,9th,x1
Acceleration - Total,2nd,145.02,
AutoX - Average Points,7th,27.02,
AutoX - Best Result,3rd,1st,x1
AutoX - Total,4th,216.14,
Business Presentation - Average Points,5th,42.32,
Business Presentation - Best Result,3rd,7th,x1
Business Presentation - Total,1st,338.56,
Cost - Average Points,7th,4.78,
Cost - Best Result,2nd,17th,x1
Cost - Total,5th,38.2,
Endurance - Average Points,7th,3.38,
Endurance - Best Result,7th,45th,x1
Endurance - Total,7th,27.0,
Engineering Design - Average Points,8th,43.62,
Engineering Design - Best Result,6th,37th,x1
Engineering Design - Total,3rd,349.0,
Fuel - Average Points,7th,11.04,
Fuel - Best Result,7th,6th,x1
Fuel - Total,6th,88.33,
Points - Average Points,7th,141.75,
Points - Total,4th,1134,
Skidpad - Average Points,4th,7.17,
Skidpad - Best Result,7th,41st,x1
Skidpad - Total,4th,57.39,
