Acceleration - Average Points,18th,12.07,
Acceleration - Best Result,9th,3rd,x1
Acceleration - Total,13th,72.4,
AutoX - Average Points,6th,66.53,
AutoX - Best Result,9th,3rd,x1
AutoX - Total,2nd,399.2,
Business Presentation - Average Points,1st,70.98,
Business Presentation - Best Result,6th,2nd,x1
Business Presentation - Total,1st,425.9,
Cost - Average Points,30th,61.8,
Cost - Best Result,29th,16th,x1
Cost - Total,10th,370.8,
Endurance - Average Points,2nd,220.92,
Endurance - Best Result,1st,1st,x3
Endurance - Total,1st,1325.5,
Engineering Design - Average Points,5th,110.83,
Engineering Design - Best Result,3rd,2nd,x1
Engineering Design - Total,3rd,665.0,
Fuel - Average Points,7th,51.95,
Fuel - Best Result,10th,2nd,x1
Fuel - Total,3rd,311.7,
Points - Average Points,3rd,613.17,
Points - Total,2nd,3679,
Skidpad - Average Points,12th,18.07,
Skidpad - Best Result,9th,3rd,x1
Skidpad - Total,7th,108.4,
