Business Presentation - Average Points,4th,23.0,
Business Presentation - Best Result,4th,33rd,x1
Business Presentation - Total,4th,23.0,
Cost - Average Points,3rd,22.56,
Cost - Best Result,3rd,33rd,x1
Cost - Total,3rd,22.56,
Engineering Design - Average Points,4th,9.09,
Engineering Design - Best Result,4th,33rd,x1
Engineering Design - Total,4th,9.09,
Points - Average Points,4th,35.0,
Points - Total,4th,35,
