Acceleration - Average Points,6th,35.8,
Acceleration - Best Result,12th,6th,x1
Acceleration - Total,7th,107.4,
AutoX - Average Points,9th,55.8,
AutoX - Best Result,20th,12th,x1
AutoX - Total,15th,167.4,
Business Presentation - Average Points,9th,60.13,
Business Presentation - Best Result,12th,5th,x1
Business Presentation - Total,18th,180.4,
Cost - Average Points,28th,63.77,
Cost - Best Result,34th,19th,x1
Cost - Total,21st,191.3,
Endurance - Average Points,13th,56.97,
Endurance - Best Result,21st,12th,x1
Endurance - Total,18th,170.9,
Engineering Design - Average Points,11th,98.33,
Engineering Design - Best Result,21st,10th,x1
Engineering Design - Total,15th,295.0,
Fuel - Average Points,3rd,63.37,
Fuel - Best Result,1st,1st,x1
Fuel - Total,8th,190.1,
Points - Average Points,8th,468.0,
Points - Total,17th,1404,
Skidpad - Average Points,7th,33.7,
Skidpad - Best Result,5th,2nd,x1
Skidpad - Total,8th,101.1,
