AutoX - Average Points,2nd,1.25,
AutoX - Best Result,2nd,18th,x1
AutoX - Total,2nd,5.0,
Business Presentation - Average Points,1st,59.47,
Business Presentation - Best Result,1st,10th,x2
Business Presentation - Total,1st,237.87,
Cost - Average Points,1st,52.68,
Cost - Best Result,2nd,15th,x1
Cost - Total,1st,210.71,
Endurance - Average Points,1st,6.25,
Endurance - Best Result,2nd,12th,x1
Endurance - Total,1st,25.0,
Engineering Design - Average Points,2nd,66.43,
Engineering Design - Best Result,2nd,15th,x1
Engineering Design - Total,2nd,265.73,
Points - Average Points,1st,178.5,
Points - Total,1st,714,
