Acceleration - Average Points,1st,75.32,
Acceleration - Best Result,2nd,1st,x1
Acceleration - Total,1st,451.9,
AutoX - Average Points,1st,101.75,
AutoX - Best Result,1st,1st,x2
AutoX - Total,1st,610.5,
Business Presentation - Average Points,3rd,66.05,
Business Presentation - Best Result,3rd,2nd,x2
Business Presentation - Total,2nd,396.3,
Cost - Average Points,7th,79.35,
Cost - Best Result,1st,1st,x2
Cost - Total,2nd,476.1,
Endurance - Average Points,3rd,157.85,
Endurance - Best Result,2nd,1st,x1
Endurance - Total,2nd,947.1,
Engineering Design - Average Points,3rd,116.33,
Engineering Design - Best Result,2nd,1st,x1
Engineering Design - Total,2nd,698.0,
Fuel - Average Points,1st,68.22,
Fuel - Best Result,11th,3rd,x2
Fuel - Total,1st,409.3,
Points - Average Points,2nd,722.83,
Points - Total,1st,4337,
Skidpad - Average Points,1st,59.58,
Skidpad - Best Result,1st,1st,x2
Skidpad - Total,1st,357.5,
