Acceleration - Average Points,25th,1.5,
Acceleration - Best Result,14th,6th,x1
Acceleration - Total,25th,9.0,
AutoX - Average Points,25th,12.97,
AutoX - Best Result,19th,8th,x1
AutoX - Total,22nd,77.8,
Business Presentation - Average Points,34th,48.85,
Business Presentation - Best Result,23rd,9th,x1
Business Presentation - Total,11th,293.1,
Cost - Average Points,24th,66.2,
Cost - Best Result,17th,6th,x1
Cost - Total,6th,397.2,
Endurance - Average Points,18th,41.07,
Endurance - Best Result,9th,3rd,x1
Endurance - Total,15th,246.4,
Engineering Design - Average Points,25th,72.5,
Engineering Design - Best Result,10th,4th,x1
Engineering Design - Total,10th,435.0,
Fuel - Average Points,15th,32.22,
Fuel - Best Result,5th,1st,x1
Fuel - Total,7th,193.3,
Points - Average Points,21st,275.67,
Points - Total,14th,1654,
Skidpad - Average Points,24th,5.55,
Skidpad - Best Result,16th,7th,x1
Skidpad - Total,22nd,33.3,
