Acceleration - Average Points,6th,7.23,
Acceleration - Best Result,7th,13th,x1
Acceleration - Total,6th,28.92,
AutoX - Average Points,2nd,28.78,
AutoX - Best Result,3rd,4th,x1
AutoX - Total,3rd,115.11,
Business Presentation - Average Points,10th,69.99,
Business Presentation - Best Result,10th,6th,x1
Business Presentation - Total,7th,279.95,
Cost - Average Points,8th,77.0,
Cost - Best Result,2nd,1st,x1
Cost - Total,4th,308.02,
Endurance - Average Points,1st,44.11,
Endurance - Best Result,4th,6th,x1
Endurance - Total,2nd,176.46,
Engineering Design - Average Points,9th,79.0,
Engineering Design - Best Result,12th,10th,x1
Engineering Design - Total,7th,316.0,
Fuel - Average Points,3rd,27.02,
Fuel - Best Result,5th,2nd,x1
Fuel - Total,3rd,108.09,
Points - Average Points,2nd,358.5,
Points - Total,4th,1434,
Skidpad - Average Points,3rd,19.21,
Skidpad - Best Result,3rd,4th,x1
Skidpad - Total,2nd,76.84,
