Acceleration - Average Points,2nd,26.88,
Acceleration - Best Result,5th,19th,x1
Acceleration - Total,6th,53.77,
AutoX - Average Points,2nd,69.94,
AutoX - Best Result,7th,21st,x1
AutoX - Total,7th,139.87,
Business Presentation - Average Points,2nd,63.54,
Business Presentation - Best Result,3rd,5th,x1
Business Presentation - Total,7th,127.09,
Cost - Average Points,2nd,34.3,
Cost - Best Result,4th,18th,x1
Cost - Total,5th,68.61,
Endurance - Average Points,2nd,63.87,
Endurance - Best Result,2nd,21st,x1
Endurance - Total,5th,127.74,
Engineering Design - Average Points,5th,61.5,
Engineering Design - Best Result,6th,28th,x1
Engineering Design - Total,9th,123.0,
Fuel - Average Points,1st,98.18,
Fuel - Best Result,3rd,1st,x1
Fuel - Total,3rd,196.37,
Points - Average Points,2nd,436.0,
Points - Total,7th,872,
Skidpad - Average Points,4th,17.9,
Skidpad - Best Result,7th,28th,x1
Skidpad - Total,6th,35.8,
