Acceleration - Average Points,5th,30.47,
Acceleration - Best Result,6th,3rd,x1
Acceleration - Total,8th,91.4,
AutoX - Average Points,9th,37.3,
AutoX - Best Result,9th,4th,x1
AutoX - Total,11th,111.9,
Business Presentation - Average Points,8th,61.7,
Business Presentation - Best Result,4th,2nd,x1
Business Presentation - Total,12th,185.1,
Cost - Average Points,21st,63.2,
Cost - Best Result,7th,2nd,x1
Cost - Total,17th,189.6,
Endurance - Average Points,18th,3.67,
Endurance - Best Result,13th,5th,x1
Endurance - Total,19th,11.0,
Engineering Design - Average Points,31st,50.0,
Engineering Design - Best Result,20th,11th,x2
Engineering Design - Total,22nd,150.0,
Fuel - Average Points,13th,33.33,
Fuel - Best Result,1st,1st,x1
Fuel - Total,11th,100.0,
Points - Average Points,15th,285.0,
Points - Total,17th,855,
Skidpad - Average Points,8th,18.63,
Skidpad - Best Result,8th,4th,x1
Skidpad - Total,9th,55.9,
