Business Presentation - Average Points,10th,61.23,
Business Presentation - Best Result,7th,3rd,x1
Business Presentation - Total,13th,183.7,
Cost - Average Points,34th,39.57,
Cost - Best Result,20th,9th,x1
Cost - Total,25th,118.7,
Endurance - Average Points,20th,1.67,
Endurance - Best Result,18th,8th,x1
Endurance - Total,20th,5.0,
Engineering Design - Average Points,20th,70.0,
Engineering Design - Best Result,11th,6th,x1
Engineering Design - Total,16th,210.0,
Points - Average Points,26th,162.33,
Points - Total,21st,487,
