Acceleration - Average Points,7th,23.55,
Acceleration - Best Result,19th,12th,x1
Acceleration - Total,16th,47.1,
AutoX - Average Points,18th,30.75,
AutoX - Best Result,25th,24th,x1
AutoX - Total,24th,61.5,
Business Presentation - Average Points,40th,44.2,
Business Presentation - Best Result,52nd,40th,x1
Business Presentation - Total,38th,88.4,
Cost - Average Points,47th,35.05,
Cost - Best Result,55th,50th,x1
Cost - Total,47th,70.1,
Endurance - Average Points,20th,23.0,
Endurance - Best Result,24th,21st,x1
Endurance - Total,21st,46.0,
Engineering Design - Average Points,24th,72.5,
Engineering Design - Best Result,44th,30th,x1
Engineering Design - Total,31st,145.0,
Fuel - Average Points,22nd,14.35,
Fuel - Best Result,23rd,21st,x1
Fuel - Total,23rd,28.7,
Points - Average Points,23rd,259.0,
Points - Total,28th,518,
Skidpad - Average Points,15th,15.4,
Skidpad - Best Result,25th,23rd,x1
Skidpad - Total,23rd,30.8,
