Acceleration - Average Points,1st,15.0,
Acceleration - Best Result,1st,1st,x1
Acceleration - Total,1st,75.0,
AutoX - Average Points,1st,20.9,
AutoX - Best Result,1st,1st,x1
AutoX - Total,1st,104.5,
Business Presentation - Average Points,10th,55.76,
Business Presentation - Best Result,9th,6th,x1
Business Presentation - Total,4th,278.8,
Cost - Average Points,2nd,89.58,
Cost - Best Result,1st,1st,x2
Cost - Total,4th,447.91,
Endurance - Average Points,2nd,65.0,
Endurance - Best Result,1st,1st,x1
Endurance - Total,1st,325.0,
Engineering Design - Average Points,1st,113.5,
Engineering Design - Best Result,1st,1st,x2
Engineering Design - Total,3rd,567.5,
Fuel - Average Points,2nd,20.0,
Fuel - Best Result,1st,1st,x1
Fuel - Total,1st,100.0,
Points - Average Points,2nd,394.8,
Points - Total,2nd,1974,
Skidpad - Average Points,1st,15.0,
Skidpad - Best Result,2nd,1st,x1
Skidpad - Total,2nd,75.0,
