Acceleration - Average Points,18th,26.54,
Acceleration - Best Result,18th,2nd,x1
Acceleration - Total,28th,265.41,
AutoX - Average Points,36th,12.61,
AutoX - Best Result,38th,7th,x1
AutoX - Total,37th,126.06,
Business Presentation - Average Points,32nd,50.71,
Business Presentation - Best Result,54th,9th,x1
Business Presentation - Total,42nd,507.13,
Cost - Average Points,3rd,86.07,
Cost - Best Result,9th,1st,x2
Cost - Total,34th,860.7,
Endurance - Average Points,41st,8.81,
Endurance - Best Result,54th,11th,x1
Endurance - Total,41st,88.07,
Engineering Design - Average Points,35th,79.76,
Engineering Design - Best Result,41st,8th,x1
Engineering Design - Total,41st,797.6,
Fuel - Average Points,43rd,9.51,
Fuel - Best Result,46th,5th,x1
Fuel - Total,43rd,95.09,
Points - Average Points,34th,279.5,
Points - Total,38th,2795,
Skidpad - Average Points,39th,8.55,
Skidpad - Best Result,47th,9th,x1
Skidpad - Total,39th,85.51,
