Acceleration - Average Points,29th,16.21,
Acceleration - Best Result,28th,6th,x1
Acceleration - Total,21st,421.35,
AutoX - Average Points,30th,14.46,
AutoX - Best Result,29th,6th,x1
AutoX - Total,22nd,376.01,
Business Presentation - Average Points,31st,52.27,
Business Presentation - Best Result,26th,4th,x1
Business Presentation - Total,14th,1359.08,
Cost - Average Points,35th,63.35,
Cost - Best Result,25th,3rd,x1
Cost - Total,13th,1647.03,
Endurance - Average Points,20th,49.4,
Endurance - Best Result,21st,4th,x1
Endurance - Total,15th,1284.48,
Engineering Design - Average Points,29th,83.63,
Engineering Design - Best Result,23rd,5th,x1
Engineering Design - Total,15th,2174.48,
Fuel - Average Points,17th,32.69,
Fuel - Best Result,5th,1st,x2
Fuel - Total,12th,849.96,
Points - Average Points,21st,334.85,
Points - Total,14th,8706,
Skidpad - Average Points,15th,25.58,
Skidpad - Best Result,21st,4th,x2
Skidpad - Total,12th,665.16,
