Acceleration - Average Points,4th,2.33,
Acceleration - Best Result,2nd,6th,x1
Acceleration - Total,4th,7.0,
AutoX - Average Points,4th,1.5,
AutoX - Best Result,4th,12th,x1
AutoX - Total,4th,4.5,
Business Presentation - Average Points,2nd,56.59,
Business Presentation - Best Result,4th,9th,x1
Business Presentation - Total,4th,169.77,
Cost - Average Points,4th,37.75,
Cost - Best Result,4th,11th,x1
Cost - Total,4th,113.25,
Engineering Design - Average Points,4th,63.19,
Engineering Design - Best Result,4th,10th,x1
Engineering Design - Total,4th,189.58,
Points - Average Points,4th,165.33,
Points - Total,4th,496,
Skidpad - Average Points,4th,10.57,
Skidpad - Best Result,4th,11th,x1
Skidpad - Total,4th,31.7,
