Rank,University,Points
1,Pimpri Chinchwad College Of Engineering,115.0
2,Gujarat Technological University,105.0
3,Nirma University,103.18
4,Sardar Patel College of Engineering Mumbai,101.33
5,Vishwakarma Institute of Technology,100.0
6,SRM Institute of Science and Technology NCR Campus,97.5
7,Marathwada Mitra Mandal's College of Engineering,97.01
8,MIT World Peace University,95.67
9,Dwarkadas. J. Sanghvi College of Engineering,95.14
10,SRM Institute of Science and Technology - Kattankulathur,93.91
11,Indian Institute of Technology Madras,90.35
12,Thakur College of Engineering and Technology,90.19
13,Shri G.S. Institute of Technology and Science Indore,88.21
14,KLE Technological University,82.0
15,J.C. Bose University of Science and Technology YMCA,81.37
16,Smt. Kashibai Navale College of Engineering,79.58
17,Dr. D. Y. Patil Institute Of Engineering and Technology,78.37
18,Symbiosis Institute of Technology,76.5
19,D.Y. Patil School of Engineering Academy Ambi,75.5
20,Pune Vidyarti Griha's college of Engineering and Technology,75.0
21,Delhi Technological University,74.1
22,Indian Institute of Technology Roorkee,74.0
23,National Institute of Technology - Rourkela,74.0
24,VIT University - Vellore,73.68
25,K. J. Somaiya College of Engineering,72.05
26,Rajendra Mane College of Engineering and Technology,71.0
27,G.V.Acharya Institute of Engineering & Technology,70.0
28,Nagesh Karajagi Orchid College Of Engineering & Technology,70.0
29,VIT University - Chennai,69.97
30,R.V.College of Engineering,69.69
31,Lovely Professional University,69.0
32,PSG College of Technology,68.75
33,Manipal Academy of Higher Education,67.42
34,Kalinga Institute of Industrial Technology,65.0
35,Indian Institute of Technology Kanpur,62.5
36,Veer Surendra Sai University of Technology,62.0
37,National Institute of Technology - Kurukshetra,61.5
38,Rajarshi Shahu College Of Engineering,60.0
39,PES University,59.0
40,Aligarh Muslim University,58.65
41,Thapar Institute of Engineering and Technology,58.06
42,Indian Institute of Technology Kharagpur,57.62
43,Vishwakarma Institute of Information Technology,56.02
44,Rajarambapu Institute of Technology,55.5
45,Birla Institute of Technology Mesra,54.75
46,BITS Pilani KK Birla Goa Campus,53.5
47,DIT University,53.0
48,Charotar University of Science and Technology,52.0
49,Graphic Era University,50.0
50,Vidyavardhini's College of Engineering and Technology,50.0
51,Chitkara University Punjab,48.5
52,Birla Institute of Technology & Science  Pilani,48.35
53,MCT's Rajiv Gandhi Institute of Technology,48.33
54,Amrita School of Engineering Coimbatore,46.33
55,Fr Conceicao Rodrigues College of Engineering,46.33
56,The National Institute of Engineering Mysore,45.67
57,Indian Institute of Technology Delhi,45.5
58,MGM's Jawaharlal Nehru Engineering College,45.0
59,Amrutvahini College Of Engineering Sangamner,44.0
60,Amity School of Engineering and Technology,43.97
61,Hindustan Institute of Technology and Science,43.21
62,Guru Gobind Singh Indraprastha University,43.0
63,Ramaiah Institute of Technology,42.83
64,University of Delhi,42.33
65,Nitte Meenakshi Institute of Technology,42.0
66,Saraswati College of Engineering,41.0
67,Sri Venkateswara College of Engineering,38.46
68,National Institute of Technology - Karnataka,38.0
69,University Institute of Technology RGPV Bhopal,37.0
70,Dr. Mahalingam College of Engineering and Technology,36.0
71,Indian Institute of Technology Dhanbad,36.0
72,NBN Sinhgad School Of Engineering,36.0
73,Indian Institute of Technology Bombay,35.5
74,K L University,34.33
75,Sinhgad College of Engineering Vadgaon,34.28
76,Kumaraguru College of Technology,32.95
77,National Institute of Technology - Calicut,32.5
78,Lokmanya Tilak College of Engineering,31.0
79,Pillai College Of Engineering,31.0
80,RMD Sinhgad School of Engineering,30.0
81,SRM Institute of Science and Technology - Ramapuram,30.0
82,HMR Institute of Technology & Management,26.9
83,Chandigarh University,26.5
84,Bangalore Institute of Technology,25.0
85,Indira Gandhi Delhi Technical University for Women,25.0
86,TKM  College of Engineering,24.0
87,Bhartiya Institute of Engineering and Technology,22.9
88,Netaji Subhas Institute of Technology,22.07
89,Kakatiya Institute of Technology and Science Warangal,22.0
90,Bharati Vidyapeeth College of Engineering,21.75
91,PES Institute of Technology,20.0
92,Chaitanya Bharathi Institute of Technology,18.96
93,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,18.5
94,PEC University of Technology,18.0
95,Vasavi College of Engineering,17.0
96,Galgotias University,16.67
97,Manav Rachna International University,15.0
98,Sardar Vallabhbhai National Institute of Technology,15.0
99,St. Vincent Pallotti College of Engineering and Technology,15.0
100,Haldia Institute of Technology,14.0
101,TSSM’s Bhivarabai Sawant College of Engineering & Research,11.0
102,M.H. Saboo Siddik College of Engineering,10.0
103,Madras Institute of Technology,10.0
104,Rayat Institute of Engineering and Information Technology,10.0
105,Laxmi Devi Institute of Engineering & Technology,5.0
106,National Institute of Technology - Jamshedpur,1.67
107,Acharya Institute of Technology,0.0
108,J.S.S. Academy of Technical Education Noida,0.0
109,P.E.S. Modern College of Engineering,0.0
110,Sinhgad Academy Of Engineering,0.0
