Rank,University,Lowest Place,#
1,Dwarkadas. J. Sanghvi College of Engineering,1st,1
2,Smt. Kashibai Navale College of Engineering,1st,1
3,MIT World Peace University,2nd,1
4,Pimpri Chinchwad College Of Engineering,2nd,1
5,Indian Institute of Technology Madras,3rd,1
6,Manipal Academy of Higher Education,4th,1
7,R.V.College of Engineering,4th,1
8,Vishwakarma Institute of Technology,4th,1
9,K. J. Somaiya College of Engineering,5th,1
10,Lovely Professional University,5th,1
11,SRM Institute of Science and Technology - Kattankulathur,5th,1
12,Kumaraguru College of Technology,6th,1
13,VIT University - Chennai,6th,1
14,Gujarat Technological University,7th,1
15,Sardar Patel College of Engineering Mumbai,8th,2
16,Indian Institute of Technology Kharagpur,9th,1
17,PSG College of Technology,9th,1
18,Vishwakarma Institute of Information Technology,10th,1
19,VIT University - Vellore,15th,1
20,Delhi Technological University,26th,1
21,Dr. D. Y. Patil Institute Of Engineering and Technology,27th,1
22,Sinhgad College of Engineering Vadgaon,30th,1
23,Acharya Institute of Technology,N/A,0
24,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,N/A,0
25,Aligarh Muslim University,N/A,0
26,Amity School of Engineering and Technology,N/A,0
27,Amrita School of Engineering Coimbatore,N/A,0
28,Amrutvahini College Of Engineering Sangamner,N/A,0
29,Bangalore Institute of Technology,N/A,0
30,Bharati Vidyapeeth College of Engineering,N/A,0
31,Bhartiya Institute of Engineering and Technology,N/A,0
32,Birla Institute of Technology & Science  Pilani,N/A,0
33,Birla Institute of Technology Mesra,N/A,0
34,BITS Pilani KK Birla Goa Campus,N/A,0
35,Chaitanya Bharathi Institute of Technology,N/A,0
36,Chandigarh University,N/A,0
37,Charotar University of Science and Technology,N/A,0
38,Chitkara University Punjab,N/A,0
39,D.Y. Patil School of Engineering Academy Ambi,N/A,0
40,DIT University,N/A,0
41,Dr. Mahalingam College of Engineering and Technology,N/A,0
42,Fr Conceicao Rodrigues College of Engineering,N/A,0
43,G.V.Acharya Institute of Engineering & Technology,N/A,0
44,Galgotias University,N/A,0
45,Graphic Era University,N/A,0
46,Guru Gobind Singh Indraprastha University,N/A,0
47,Haldia Institute of Technology,N/A,0
48,Hindustan Institute of Technology and Science,N/A,0
49,HMR Institute of Technology & Management,N/A,0
50,Indian Institute of Technology Bombay,N/A,0
51,Indian Institute of Technology Delhi,N/A,0
52,Indian Institute of Technology Dhanbad,N/A,0
53,Indian Institute of Technology Kanpur,N/A,0
54,Indian Institute of Technology Roorkee,N/A,0
55,Indira Gandhi Delhi Technical University for Women,N/A,0
56,J.C. Bose University of Science and Technology YMCA,N/A,0
57,J.S.S. Academy of Technical Education Noida,N/A,0
58,K L University,N/A,0
59,Kakatiya Institute of Technology and Science Warangal,N/A,0
60,Kalinga Institute of Industrial Technology,N/A,0
61,KLE Technological University,N/A,0
62,Laxmi Devi Institute of Engineering & Technology,N/A,0
63,Lokmanya Tilak College of Engineering,N/A,0
64,M.H. Saboo Siddik College of Engineering,N/A,0
65,Madras Institute of Technology,N/A,0
66,Manav Rachna International University,N/A,0
67,Marathwada Mitra Mandal's College of Engineering,N/A,0
68,MCT's Rajiv Gandhi Institute of Technology,N/A,0
69,MGM's Jawaharlal Nehru Engineering College,N/A,0
70,Nagesh Karajagi Orchid College Of Engineering & Technology,N/A,0
71,National Institute of Technology - Calicut,N/A,0
72,National Institute of Technology - Jamshedpur,N/A,0
73,National Institute of Technology - Karnataka,N/A,0
74,National Institute of Technology - Kurukshetra,N/A,0
75,National Institute of Technology - Rourkela,N/A,0
76,NBN Sinhgad School Of Engineering,N/A,0
77,Netaji Subhas Institute of Technology,N/A,0
78,Nirma University,N/A,0
79,Nitte Meenakshi Institute of Technology,N/A,0
80,P.E.S. Modern College of Engineering,N/A,0
81,PEC University of Technology,N/A,0
82,PES Institute of Technology,N/A,0
83,PES University,N/A,0
84,Pillai College Of Engineering,N/A,0
85,Pune Vidyarti Griha's college of Engineering and Technology,N/A,0
86,Rajarambapu Institute of Technology,N/A,0
87,Rajarshi Shahu College Of Engineering,N/A,0
88,Rajendra Mane College of Engineering and Technology,N/A,0
89,Ramaiah Institute of Technology,N/A,0
90,Rayat Institute of Engineering and Information Technology,N/A,0
91,RMD Sinhgad School of Engineering,N/A,0
92,Saraswati College of Engineering,N/A,0
93,Sardar Vallabhbhai National Institute of Technology,N/A,0
94,Shri G.S. Institute of Technology and Science Indore,N/A,0
95,Sinhgad Academy Of Engineering,N/A,0
96,Sri Venkateswara College of Engineering,N/A,0
97,SRM Institute of Science and Technology - Ramapuram,N/A,0
98,SRM Institute of Science and Technology NCR Campus,N/A,0
99,St. Vincent Pallotti College of Engineering and Technology,N/A,0
100,Symbiosis Institute of Technology,N/A,0
101,Thakur College of Engineering and Technology,N/A,0
102,Thapar Institute of Engineering and Technology,N/A,0
103,The National Institute of Engineering Mysore,N/A,0
104,TKM  College of Engineering,N/A,0
105,TSSM’s Bhivarabai Sawant College of Engineering & Research,N/A,0
106,University Institute of Technology RGPV Bhopal,N/A,0
107,University of Delhi,N/A,0
108,Vasavi College of Engineering,N/A,0
109,Veer Surendra Sai University of Technology,N/A,0
110,Vidyavardhini's College of Engineering and Technology,N/A,0
