Rank,University,Lowest Place,#
1,Gujarat Technological University,1st,2
2,Manipal Academy of Higher Education,1st,1
3,Nirma University,1st,1
4,R.V.College of Engineering,1st,1
5,Vishwakarma Institute of Information Technology,1st,1
6,Dr. D. Y. Patil Institute Of Engineering and Technology,2nd,1
7,Pune Vidyarti Griha's college of Engineering and Technology,2nd,1
8,Smt. Kashibai Navale College of Engineering,2nd,1
9,SRM Institute of Science and Technology - Kattankulathur,2nd,1
10,Vishwakarma Institute of Technology,2nd,1
11,K. J. Somaiya College of Engineering,3rd,1
12,Lovely Professional University,3rd,1
13,Pimpri Chinchwad College Of Engineering,4th,1
14,PSG College of Technology,4th,1
15,Indian Institute of Technology Madras,5th,1
16,Sinhgad College of Engineering Vadgaon,5th,1
17,Dwarkadas. J. Sanghvi College of Engineering,6th,1
18,Kumaraguru College of Technology,6th,1
19,The National Institute of Engineering Mysore,6th,1
20,Sardar Patel College of Engineering Mumbai,7th,1
21,Thakur College of Engineering and Technology,7th,1
22,VIT University - Chennai,7th,1
23,Indian Institute of Technology Kharagpur,8th,1
24,MIT World Peace University,10th,1
25,VIT University - Vellore,10th,1
26,Delhi Technological University,23rd,1
27,Acharya Institute of Technology,N/A,0
28,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,N/A,0
29,Aligarh Muslim University,N/A,0
30,Amity School of Engineering and Technology,N/A,0
31,Amrita School of Engineering Coimbatore,N/A,0
32,Amrutvahini College Of Engineering Sangamner,N/A,0
33,Bangalore Institute of Technology,N/A,0
34,Bharati Vidyapeeth College of Engineering,N/A,0
35,Bhartiya Institute of Engineering and Technology,N/A,0
36,Birla Institute of Technology & Science  Pilani,N/A,0
37,Birla Institute of Technology Mesra,N/A,0
38,BITS Pilani KK Birla Goa Campus,N/A,0
39,Chaitanya Bharathi Institute of Technology,N/A,0
40,Chandigarh University,N/A,0
41,Charotar University of Science and Technology,N/A,0
42,Chitkara University Punjab,N/A,0
43,D.Y. Patil School of Engineering Academy Ambi,N/A,0
44,DIT University,N/A,0
45,Dr. Mahalingam College of Engineering and Technology,N/A,0
46,Fr Conceicao Rodrigues College of Engineering,N/A,0
47,G.V.Acharya Institute of Engineering & Technology,N/A,0
48,Galgotias University,N/A,0
49,Graphic Era University,N/A,0
50,Guru Gobind Singh Indraprastha University,N/A,0
51,Haldia Institute of Technology,N/A,0
52,Hindustan Institute of Technology and Science,N/A,0
53,HMR Institute of Technology & Management,N/A,0
54,Indian Institute of Technology Bombay,N/A,0
55,Indian Institute of Technology Delhi,N/A,0
56,Indian Institute of Technology Dhanbad,N/A,0
57,Indian Institute of Technology Kanpur,N/A,0
58,Indian Institute of Technology Roorkee,N/A,0
59,Indira Gandhi Delhi Technical University for Women,N/A,0
60,J.C. Bose University of Science and Technology YMCA,N/A,0
61,J.S.S. Academy of Technical Education Noida,N/A,0
62,K L University,N/A,0
63,Kakatiya Institute of Technology and Science Warangal,N/A,0
64,Kalinga Institute of Industrial Technology,N/A,0
65,KLE Technological University,N/A,0
66,Laxmi Devi Institute of Engineering & Technology,N/A,0
67,Lokmanya Tilak College of Engineering,N/A,0
68,M.H. Saboo Siddik College of Engineering,N/A,0
69,Madras Institute of Technology,N/A,0
70,Manav Rachna International University,N/A,0
71,Marathwada Mitra Mandal's College of Engineering,N/A,0
72,MCT's Rajiv Gandhi Institute of Technology,N/A,0
73,MGM's Jawaharlal Nehru Engineering College,N/A,0
74,Nagesh Karajagi Orchid College Of Engineering & Technology,N/A,0
75,National Institute of Technology - Calicut,N/A,0
76,National Institute of Technology - Jamshedpur,N/A,0
77,National Institute of Technology - Karnataka,N/A,0
78,National Institute of Technology - Kurukshetra,N/A,0
79,National Institute of Technology - Rourkela,N/A,0
80,NBN Sinhgad School Of Engineering,N/A,0
81,Netaji Subhas Institute of Technology,N/A,0
82,Nitte Meenakshi Institute of Technology,N/A,0
83,P.E.S. Modern College of Engineering,N/A,0
84,PEC University of Technology,N/A,0
85,PES Institute of Technology,N/A,0
86,PES University,N/A,0
87,Pillai College Of Engineering,N/A,0
88,Rajarambapu Institute of Technology,N/A,0
89,Rajarshi Shahu College Of Engineering,N/A,0
90,Rajendra Mane College of Engineering and Technology,N/A,0
91,Ramaiah Institute of Technology,N/A,0
92,Rayat Institute of Engineering and Information Technology,N/A,0
93,RMD Sinhgad School of Engineering,N/A,0
94,Saraswati College of Engineering,N/A,0
95,Sardar Vallabhbhai National Institute of Technology,N/A,0
96,Shri G.S. Institute of Technology and Science Indore,N/A,0
97,Sinhgad Academy Of Engineering,N/A,0
98,Sri Venkateswara College of Engineering,N/A,0
99,SRM Institute of Science and Technology - Ramapuram,N/A,0
100,SRM Institute of Science and Technology NCR Campus,N/A,0
101,St. Vincent Pallotti College of Engineering and Technology,N/A,0
102,Symbiosis Institute of Technology,N/A,0
103,Thapar Institute of Engineering and Technology,N/A,0
104,TKM  College of Engineering,N/A,0
105,TSSM’s Bhivarabai Sawant College of Engineering & Research,N/A,0
106,University Institute of Technology RGPV Bhopal,N/A,0
107,University of Delhi,N/A,0
108,Vasavi College of Engineering,N/A,0
109,Veer Surendra Sai University of Technology,N/A,0
110,Vidyavardhini's College of Engineering and Technology,N/A,0
