Rank,University,Lowest Place,#
1,Dwarkadas. J. Sanghvi College of Engineering,1st,3
2,Guru Gobind Singh Indraprastha University,1st,1
3,K. J. Somaiya College of Engineering,1st,1
4,R.V.College of Engineering,1st,1
5,Sinhgad College of Engineering Vadgaon,1st,1
6,Smt. Kashibai Navale College of Engineering,1st,1
7,Thapar Institute of Engineering and Technology,1st,1
8,Delhi Technological University,2nd,2
9,Indian Institute of Technology Bombay,2nd,1
10,Indian Institute of Technology Madras,2nd,1
11,Manipal Academy of Higher Education,2nd,1
12,National Institute of Technology - Jamshedpur,2nd,1
13,SRM Institute of Science and Technology - Kattankulathur,2nd,1
14,VIT University - Vellore,2nd,1
15,Aligarh Muslim University,3rd,1
16,Hindustan Institute of Technology and Science,3rd,1
17,PES University,3rd,1
18,Gujarat Technological University,4th,1
19,Kalinga Institute of Industrial Technology,4th,1
20,Ramaiah Institute of Technology,4th,1
21,Shri G.S. Institute of Technology and Science Indore,5th,1
22,Marathwada Mitra Mandal's College of Engineering,6th,1
23,VIT University - Chennai,6th,1
24,Indian Institute of Technology Roorkee,7th,1
25,Vishwakarma Institute of Technology,7th,1
26,Birla Institute of Technology & Science  Pilani,8th,1
27,MIT World Peace University,8th,1
28,Vishwakarma Institute of Information Technology,8th,1
29,Birla Institute of Technology Mesra,9th,1
30,Indian Institute of Technology Kanpur,9th,1
31,PEC University of Technology,9th,1
32,National Institute of Technology - Karnataka,10th,1
33,Thakur College of Engineering and Technology,10th,1
34,Amity School of Engineering and Technology,11th,1
35,KLE Technological University,11th,1
36,MCT's Rajiv Gandhi Institute of Technology,12th,1
37,National Institute of Technology - Kurukshetra,12th,1
38,Nirma University,12th,1
39,Sardar Patel College of Engineering Mumbai,12th,1
40,G.V.Acharya Institute of Engineering & Technology,13th,1
41,J.C. Bose University of Science and Technology YMCA,13th,1
42,Netaji Subhas Institute of Technology,14th,1
43,RMD Sinhgad School of Engineering,14th,1
44,Vidyavardhini's College of Engineering and Technology,14th,1
45,Amrita School of Engineering Coimbatore,15th,1
46,Indian Institute of Technology Kharagpur,15th,1
47,Sinhgad Academy Of Engineering,15th,1
48,Bhartiya Institute of Engineering and Technology,16th,1
49,DIT University,16th,1
50,BITS Pilani KK Birla Goa Campus,17th,1
51,Indira Gandhi Delhi Technical University for Women,18th,1
52,Pimpri Chinchwad College Of Engineering,18th,1
53,Chitkara University Punjab,19th,1
54,Galgotias University,19th,1
55,Kakatiya Institute of Technology and Science Warangal,19th,1
56,Fr Conceicao Rodrigues College of Engineering,20th,1
57,PES Institute of Technology,20th,1
58,M.H. Saboo Siddik College of Engineering,21st,1
59,University of Delhi,21st,1
60,Sri Venkateswara College of Engineering,22nd,1
61,Rajarshi Shahu College Of Engineering,23rd,1
62,Symbiosis Institute of Technology,23rd,1
63,The National Institute of Engineering Mysore,23rd,1
64,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,24th,1
65,Dr. Mahalingam College of Engineering and Technology,24th,1
66,Graphic Era University,24th,1
67,PSG College of Technology,24th,1
68,Rajarambapu Institute of Technology,24th,1
69,Dr. D. Y. Patil Institute Of Engineering and Technology,25th,1
70,Lovely Professional University,25th,1
71,Rajendra Mane College of Engineering and Technology,26th,1
72,Vasavi College of Engineering,26th,1
73,Veer Surendra Sai University of Technology,26th,1
74,National Institute of Technology - Rourkela,28th,1
75,Sardar Vallabhbhai National Institute of Technology,28th,1
76,Madras Institute of Technology,29th,1
77,NBN Sinhgad School Of Engineering,30th,1
78,TKM  College of Engineering,30th,1
79,Kumaraguru College of Technology,31st,1
80,K L University,32nd,2
81,Indian Institute of Technology Delhi,32nd,1
82,Nagesh Karajagi Orchid College Of Engineering & Technology,32nd,1
83,Charotar University of Science and Technology,34th,1
84,MGM's Jawaharlal Nehru Engineering College,34th,1
85,Pune Vidyarti Griha's college of Engineering and Technology,34th,1
86,SRM Institute of Science and Technology NCR Campus,34th,1
87,Indian Institute of Technology Dhanbad,35th,1
88,Rayat Institute of Engineering and Information Technology,35th,1
89,Amrutvahini College Of Engineering Sangamner,36th,1
90,Bangalore Institute of Technology,36th,1
91,Chaitanya Bharathi Institute of Technology,36th,1
92,St. Vincent Pallotti College of Engineering and Technology,38th,1
93,Haldia Institute of Technology,39th,1
94,SRM Institute of Science and Technology - Ramapuram,39th,1
95,Lokmanya Tilak College of Engineering,42nd,1
96,TSSM’s Bhivarabai Sawant College of Engineering & Research,42nd,1
97,HMR Institute of Technology & Management,43rd,1
98,P.E.S. Modern College of Engineering,43rd,1
99,Saraswati College of Engineering,44th,1
100,University Institute of Technology RGPV Bhopal,45th,1
101,D.Y. Patil School of Engineering Academy Ambi,46th,1
102,Laxmi Devi Institute of Engineering & Technology,46th,1
103,Chandigarh University,47th,1
104,Manav Rachna International University,47th,1
105,Nitte Meenakshi Institute of Technology,51st,1
106,Acharya Institute of Technology,53rd,1
107,National Institute of Technology - Calicut,54th,1
108,Bharati Vidyapeeth College of Engineering,65th,1
109,J.S.S. Academy of Technical Education Noida,N/A,0
110,Pillai College Of Engineering,N/A,0
