Rank,University,Lowest Place,#
1,Indian Institute of Technology Madras,1st,3
2,Gujarat Technological University,1st,2
3,Dwarkadas. J. Sanghvi College of Engineering,2nd,2
4,Delhi Technological University,3rd,1
5,Vishwakarma Institute of Technology,3rd,1
6,VIT University - Chennai,3rd,1
7,K. J. Somaiya College of Engineering,4th,1
8,Smt. Kashibai Navale College of Engineering,4th,1
9,PSG College of Technology,5th,1
10,MIT World Peace University,10th,1
11,Dr. D. Y. Patil Institute Of Engineering and Technology,11th,1
12,Acharya Institute of Technology,N/A,0
13,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,N/A,0
14,Aligarh Muslim University,N/A,0
15,Amity School of Engineering and Technology,N/A,0
16,Amrita School of Engineering Coimbatore,N/A,0
17,Amrutvahini College Of Engineering Sangamner,N/A,0
18,Bangalore Institute of Technology,N/A,0
19,Bharati Vidyapeeth College of Engineering,N/A,0
20,Bhartiya Institute of Engineering and Technology,N/A,0
21,Birla Institute of Technology & Science  Pilani,N/A,0
22,Birla Institute of Technology Mesra,N/A,0
23,BITS Pilani KK Birla Goa Campus,N/A,0
24,Chaitanya Bharathi Institute of Technology,N/A,0
25,Chandigarh University,N/A,0
26,Charotar University of Science and Technology,N/A,0
27,Chitkara University Punjab,N/A,0
28,D.Y. Patil School of Engineering Academy Ambi,N/A,0
29,DIT University,N/A,0
30,Dr. Mahalingam College of Engineering and Technology,N/A,0
31,Fr Conceicao Rodrigues College of Engineering,N/A,0
32,G.V.Acharya Institute of Engineering & Technology,N/A,0
33,Galgotias University,N/A,0
34,Graphic Era University,N/A,0
35,Guru Gobind Singh Indraprastha University,N/A,0
36,Haldia Institute of Technology,N/A,0
37,Hindustan Institute of Technology and Science,N/A,0
38,HMR Institute of Technology & Management,N/A,0
39,Indian Institute of Technology Bombay,N/A,0
40,Indian Institute of Technology Delhi,N/A,0
41,Indian Institute of Technology Dhanbad,N/A,0
42,Indian Institute of Technology Kanpur,N/A,0
43,Indian Institute of Technology Kharagpur,N/A,0
44,Indian Institute of Technology Roorkee,N/A,0
45,Indira Gandhi Delhi Technical University for Women,N/A,0
46,J.C. Bose University of Science and Technology YMCA,N/A,0
47,J.S.S. Academy of Technical Education Noida,N/A,0
48,K L University,N/A,0
49,Kakatiya Institute of Technology and Science Warangal,N/A,0
50,Kalinga Institute of Industrial Technology,N/A,0
51,KLE Technological University,N/A,0
52,Kumaraguru College of Technology,N/A,0
53,Laxmi Devi Institute of Engineering & Technology,N/A,0
54,Lokmanya Tilak College of Engineering,N/A,0
55,Lovely Professional University,N/A,0
56,M.H. Saboo Siddik College of Engineering,N/A,0
57,Madras Institute of Technology,N/A,0
58,Manav Rachna International University,N/A,0
59,Manipal Academy of Higher Education,N/A,0
60,Marathwada Mitra Mandal's College of Engineering,N/A,0
61,MCT's Rajiv Gandhi Institute of Technology,N/A,0
62,MGM's Jawaharlal Nehru Engineering College,N/A,0
63,Nagesh Karajagi Orchid College Of Engineering & Technology,N/A,0
64,National Institute of Technology - Calicut,N/A,0
65,National Institute of Technology - Jamshedpur,N/A,0
66,National Institute of Technology - Karnataka,N/A,0
67,National Institute of Technology - Kurukshetra,N/A,0
68,National Institute of Technology - Rourkela,N/A,0
69,NBN Sinhgad School Of Engineering,N/A,0
70,Netaji Subhas Institute of Technology,N/A,0
71,Nirma University,N/A,0
72,Nitte Meenakshi Institute of Technology,N/A,0
73,P.E.S. Modern College of Engineering,N/A,0
74,PEC University of Technology,N/A,0
75,PES Institute of Technology,N/A,0
76,PES University,N/A,0
77,Pillai College Of Engineering,N/A,0
78,Pimpri Chinchwad College Of Engineering,N/A,0
79,Pune Vidyarti Griha's college of Engineering and Technology,N/A,0
80,R.V.College of Engineering,N/A,0
81,Rajarambapu Institute of Technology,N/A,0
82,Rajarshi Shahu College Of Engineering,N/A,0
83,Rajendra Mane College of Engineering and Technology,N/A,0
84,Ramaiah Institute of Technology,N/A,0
85,Rayat Institute of Engineering and Information Technology,N/A,0
86,RMD Sinhgad School of Engineering,N/A,0
87,Saraswati College of Engineering,N/A,0
88,Sardar Patel College of Engineering Mumbai,N/A,0
89,Sardar Vallabhbhai National Institute of Technology,N/A,0
90,Shri G.S. Institute of Technology and Science Indore,N/A,0
91,Sinhgad Academy Of Engineering,N/A,0
92,Sinhgad College of Engineering Vadgaon,N/A,0
93,Sri Venkateswara College of Engineering,N/A,0
94,SRM Institute of Science and Technology - Kattankulathur,N/A,0
95,SRM Institute of Science and Technology - Ramapuram,N/A,0
96,SRM Institute of Science and Technology NCR Campus,N/A,0
97,St. Vincent Pallotti College of Engineering and Technology,N/A,0
98,Symbiosis Institute of Technology,N/A,0
99,Thakur College of Engineering and Technology,N/A,0
100,Thapar Institute of Engineering and Technology,N/A,0
101,The National Institute of Engineering Mysore,N/A,0
102,TKM  College of Engineering,N/A,0
103,TSSM’s Bhivarabai Sawant College of Engineering & Research,N/A,0
104,University Institute of Technology RGPV Bhopal,N/A,0
105,University of Delhi,N/A,0
106,Vasavi College of Engineering,N/A,0
107,Veer Surendra Sai University of Technology,N/A,0
108,Vidyavardhini's College of Engineering and Technology,N/A,0
109,Vishwakarma Institute of Information Technology,N/A,0
110,VIT University - Vellore,N/A,0
