Rank,University,Lowest Place,#
1,Aligarh Muslim University,1st,1
2,Birla Institute of Technology Mesra,1st,1
3,Indian Institute of Technology Madras,1st,1
4,Manipal Academy of Higher Education,1st,1
5,R.V.College of Engineering,2nd,2
6,Indian Institute of Technology Kharagpur,2nd,1
7,SRM Institute of Science and Technology - Kattankulathur,2nd,1
8,Delhi Technological University,3rd,1
9,Thapar Institute of Engineering and Technology,3rd,1
10,K. J. Somaiya College of Engineering,4th,1
11,PES University,4th,1
12,Shri G.S. Institute of Technology and Science Indore,4th,1
13,Sardar Patel College of Engineering Mumbai,5th,1
14,Sinhgad College of Engineering Vadgaon,5th,1
15,Smt. Kashibai Navale College of Engineering,5th,1
16,Vishwakarma Institute of Information Technology,5th,1
17,Gujarat Technological University,6th,1
18,Indian Institute of Technology Kanpur,6th,1
19,KLE Technological University,6th,1
20,MIT World Peace University,6th,1
21,BITS Pilani KK Birla Goa Campus,7th,1
22,Graphic Era University,7th,1
23,Ramaiah Institute of Technology,7th,1
24,VIT University - Vellore,7th,1
25,Bangalore Institute of Technology,8th,1
26,Dwarkadas. J. Sanghvi College of Engineering,8th,1
27,VIT University - Chennai,8th,1
28,Indian Institute of Technology Bombay,9th,1
29,Indian Institute of Technology Dhanbad,9th,1
30,Nirma University,9th,1
31,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,10th,1
32,Kumaraguru College of Technology,10th,1
33,National Institute of Technology - Calicut,10th,1
34,National Institute of Technology - Karnataka,10th,1
35,Hindustan Institute of Technology and Science,11th,1
36,Symbiosis Institute of Technology,11th,1
37,Thakur College of Engineering and Technology,11th,1
38,The National Institute of Engineering Mysore,11th,1
39,Marathwada Mitra Mandal's College of Engineering,12th,1
40,Birla Institute of Technology & Science  Pilani,13th,1
41,Netaji Subhas Institute of Technology,13th,1
42,SRM Institute of Science and Technology NCR Campus,13th,1
43,Amrita School of Engineering Coimbatore,14th,1
44,J.C. Bose University of Science and Technology YMCA,14th,1
45,Amity School of Engineering and Technology,15th,1
46,G.V.Acharya Institute of Engineering & Technology,15th,1
47,Kakatiya Institute of Technology and Science Warangal,15th,1
48,Sinhgad Academy Of Engineering,16th,1
49,Chitkara University Punjab,17th,1
50,Haldia Institute of Technology,17th,1
51,Vidyavardhini's College of Engineering and Technology,17th,1
52,Pimpri Chinchwad College Of Engineering,18th,1
53,PSG College of Technology,18th,1
54,Indian Institute of Technology Roorkee,19th,1
55,Sri Venkateswara College of Engineering,19th,1
56,Vishwakarma Institute of Technology,19th,1
57,Galgotias University,20th,1
58,MCT's Rajiv Gandhi Institute of Technology,20th,1
59,National Institute of Technology - Jamshedpur,21st,1
60,PES Institute of Technology,21st,1
61,Rajarambapu Institute of Technology,21st,1
62,Dr. Mahalingam College of Engineering and Technology,22nd,1
63,Fr Conceicao Rodrigues College of Engineering,22nd,1
64,Madras Institute of Technology,22nd,1
65,National Institute of Technology - Kurukshetra,22nd,1
66,National Institute of Technology - Rourkela,22nd,1
67,M.H. Saboo Siddik College of Engineering,23rd,1
68,Guru Gobind Singh Indraprastha University,24th,1
69,Indian Institute of Technology Delhi,24th,1
70,Lokmanya Tilak College of Engineering,24th,1
71,RMD Sinhgad School of Engineering,24th,1
72,Rajendra Mane College of Engineering and Technology,26th,1
73,Indira Gandhi Delhi Technical University for Women,27th,1
74,University of Delhi,27th,1
75,Lovely Professional University,28th,1
76,Pune Vidyarti Griha's college of Engineering and Technology,28th,1
77,Sardar Vallabhbhai National Institute of Technology,28th,1
78,D.Y. Patil School of Engineering Academy Ambi,31st,1
79,Acharya Institute of Technology,32nd,1
80,SRM Institute of Science and Technology - Ramapuram,32nd,1
81,Bhartiya Institute of Engineering and Technology,33rd,1
82,HMR Institute of Technology & Management,33rd,1
83,Vasavi College of Engineering,33rd,1
84,St. Vincent Pallotti College of Engineering and Technology,34th,1
85,DIT University,35th,1
86,K L University,35th,1
87,Kalinga Institute of Industrial Technology,35th,1
88,Nagesh Karajagi Orchid College Of Engineering & Technology,35th,1
89,TKM  College of Engineering,36th,1
90,Chaitanya Bharathi Institute of Technology,37th,1
91,Dr. D. Y. Patil Institute Of Engineering and Technology,37th,1
92,Pillai College Of Engineering,37th,1
93,Saraswati College of Engineering,37th,1
94,Rayat Institute of Engineering and Information Technology,38th,1
95,Amrutvahini College Of Engineering Sangamner,39th,1
96,Charotar University of Science and Technology,39th,1
97,Laxmi Devi Institute of Engineering & Technology,39th,1
98,Chandigarh University,40th,1
99,MGM's Jawaharlal Nehru Engineering College,41st,1
100,University Institute of Technology RGPV Bhopal,43rd,1
101,Bharati Vidyapeeth College of Engineering,45th,1
102,NBN Sinhgad School Of Engineering,45th,1
103,Veer Surendra Sai University of Technology,47th,1
104,Nitte Meenakshi Institute of Technology,49th,1
105,P.E.S. Modern College of Engineering,50th,1
106,Manav Rachna International University,51st,1
107,TSSM’s Bhivarabai Sawant College of Engineering & Research,51st,1
108,Rajarshi Shahu College Of Engineering,52nd,1
109,J.S.S. Academy of Technical Education Noida,94th,1
110,PEC University of Technology,N/A,0
