Rank,University,Points
1,KLE Technological University,69.11
2,Graphic Era University,64.1
3,Indian Institute of Technology Dhanbad,63.8
4,Smt. Kashibai Navale College of Engineering,63.68
5,Shri G.S. Institute of Technology and Science Indore,63.46
6,MIT World Peace University,63.44
7,Indian Institute of Technology Kanpur,62.36
8,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,58.58
9,VIT University - Vellore,58.47
10,Sardar Patel College of Engineering Mumbai,58.39
11,G.V.Acharya Institute of Engineering & Technology,58.19
12,Indian Institute of Technology Kharagpur,57.8
13,SRM Institute of Science and Technology - Kattankulathur,56.58
14,Netaji Subhas Institute of Technology,56.39
15,PES University,55.92
16,R.V.College of Engineering,55.68
17,The National Institute of Engineering Mysore,55.46
18,Indian Institute of Technology Bombay,55.45
19,Gujarat Technological University,55.08
20,Vishwakarma Institute of Technology,54.99
21,K. J. Somaiya College of Engineering,54.98
22,Kakatiya Institute of Technology and Science Warangal,54.38
23,Dwarkadas. J. Sanghvi College of Engineering,53.77
24,Nirma University,53.71
25,Sinhgad Academy Of Engineering,53.55
26,Pimpri Chinchwad College Of Engineering,52.71
27,Aligarh Muslim University,52.47
28,Lokmanya Tilak College of Engineering,52.06
29,Symbiosis Institute of Technology,52.0
30,Haldia Institute of Technology,51.96
31,Pune Vidyarti Griha's college of Engineering and Technology,51.9
32,SRM Institute of Science and Technology NCR Campus,51.72
33,BITS Pilani KK Birla Goa Campus,51.19
34,Manipal Academy of Higher Education,51.02
35,Marathwada Mitra Mandal's College of Engineering,50.82
36,Ramaiah Institute of Technology,50.78
37,Thakur College of Engineering and Technology,50.78
38,VIT University - Chennai,50.63
39,Bangalore Institute of Technology,50.2
40,Sinhgad College of Engineering Vadgaon,49.94
41,Indian Institute of Technology Madras,48.58
42,National Institute of Technology - Rourkela,47.88
43,Delhi Technological University,47.19
44,National Institute of Technology - Calicut,46.88
45,National Institute of Technology - Karnataka,46.49
46,Vidyavardhini's College of Engineering and Technology,46.06
47,Thapar Institute of Engineering and Technology,45.86
48,HMR Institute of Technology & Management,45.62
49,Rajarambapu Institute of Technology,45.58
50,Madras Institute of Technology,45.54
51,Vishwakarma Institute of Information Technology,44.91
52,National Institute of Technology - Kurukshetra,44.9
53,Sri Venkateswara College of Engineering,44.54
54,St. Vincent Pallotti College of Engineering and Technology,44.35
55,RMD Sinhgad School of Engineering,43.47
56,M.H. Saboo Siddik College of Engineering,42.94
57,Saraswati College of Engineering,42.53
58,Birla Institute of Technology Mesra,41.7
59,Acharya Institute of Technology,41.54
60,Galgotias University,41.51
61,Lovely Professional University,41.35
62,Rajendra Mane College of Engineering and Technology,40.97
63,PSG College of Technology,40.96
64,PES Institute of Technology,40.0
65,Fr Conceicao Rodrigues College of Engineering,39.92
66,Amrutvahini College Of Engineering Sangamner,39.87
67,Kumaraguru College of Technology,39.79
68,Chaitanya Bharathi Institute of Technology,39.32
69,University of Delhi,38.94
70,Indian Institute of Technology Roorkee,38.6
71,D.Y. Patil School of Engineering Academy Ambi,38.07
72,Charotar University of Science and Technology,37.48
73,Indira Gandhi Delhi Technical University for Women,36.54
74,Amrita School of Engineering Coimbatore,36.52
75,J.C. Bose University of Science and Technology YMCA,36.07
76,Birla Institute of Technology & Science  Pilani,35.42
77,Pillai College Of Engineering,35.05
78,Nagesh Karajagi Orchid College Of Engineering & Technology,35.0
79,Amity School of Engineering and Technology,34.69
80,NBN Sinhgad School Of Engineering,34.56
81,MCT's Rajiv Gandhi Institute of Technology,34.37
82,Sardar Vallabhbhai National Institute of Technology,33.8
83,Chitkara University Punjab,33.21
84,Indian Institute of Technology Delhi,32.49
85,Rayat Institute of Engineering and Information Technology,32.2
86,K L University,31.83
87,SRM Institute of Science and Technology - Ramapuram,31.13
88,National Institute of Technology - Jamshedpur,30.97
89,Bhartiya Institute of Engineering and Technology,30.79
90,Nitte Meenakshi Institute of Technology,30.27
91,University Institute of Technology RGPV Bhopal,29.92
92,Vasavi College of Engineering,29.75
93,Hindustan Institute of Technology and Science,29.6
94,Dr. Mahalingam College of Engineering and Technology,29.17
95,MGM's Jawaharlal Nehru Engineering College,28.67
96,TSSM’s Bhivarabai Sawant College of Engineering & Research,27.62
97,Kalinga Institute of Industrial Technology,27.49
98,TKM  College of Engineering,27.2
99,Laxmi Devi Institute of Engineering & Technology,26.25
100,J.S.S. Academy of Technical Education Noida,24.6
101,Veer Surendra Sai University of Technology,23.48
102,Bharati Vidyapeeth College of Engineering,22.83
103,Dr. D. Y. Patil Institute Of Engineering and Technology,22.75
104,DIT University,18.46
105,Manav Rachna International University,16.26
106,P.E.S. Modern College of Engineering,15.81
107,Chandigarh University,14.86
108,Guru Gobind Singh Indraprastha University,14.7
109,Rajarshi Shahu College Of Engineering,13.49
110,PEC University of Technology,0.0
