Rank,University,Points
1,R.V.College of Engineering,1413.11
2,Manipal Academy of Higher Education,1193.07
3,VIT University - Vellore,974.21
4,Thapar Institute of Engineering and Technology,972.68
5,K. J. Somaiya College of Engineering,887.98
6,Indian Institute of Technology Madras,623.52
7,Dwarkadas. J. Sanghvi College of Engineering,608.03
8,Delhi Technological University,605.23
9,Smt. Kashibai Navale College of Engineering,515.21
10,VIT University - Chennai,506.47
11,Sinhgad College of Engineering Vadgaon,477.49
12,Ramaiah Institute of Technology,420.61
13,SRM Institute of Science and Technology - Kattankulathur,348.3
14,Gujarat Technological University,345.27
15,Chitkara University Punjab,326.37
16,Indian Institute of Technology Kharagpur,305.65
17,Vishwakarma Institute of Information Technology,269.15
18,Birla Institute of Technology & Science  Pilani,251.0
19,Birla Institute of Technology Mesra,246.0
20,MIT World Peace University,243.48
21,The National Institute of Engineering Mysore,234.53
22,PES University,233.0
23,Vishwakarma Institute of Technology,225.7
24,Aligarh Muslim University,225.18
25,National Institute of Technology - Karnataka,199.39
26,PSG College of Technology,194.39
27,Sri Venkateswara College of Engineering,192.8
28,University of Delhi,175.25
29,Indian Institute of Technology Delhi,171.6
30,Fr Conceicao Rodrigues College of Engineering,163.89
31,Pune Vidyarti Griha's college of Engineering and Technology,163.82
32,Amrita School of Engineering Coimbatore,163.37
33,DIT University,160.69
34,Indian Institute of Technology Bombay,156.5
35,Sardar Patel College of Engineering Mumbai,155.0
36,Rajendra Mane College of Engineering and Technology,146.29
37,Galgotias University,142.94
38,Shri G.S. Institute of Technology and Science Indore,139.01
39,MCT's Rajiv Gandhi Institute of Technology,138.4
40,PES Institute of Technology,134.4
41,Amity School of Engineering and Technology,131.53
42,National Institute of Technology - Kurukshetra,122.5
43,Thakur College of Engineering and Technology,121.99
44,Kumaraguru College of Technology,113.73
45,K L University,109.0
46,University Institute of Technology RGPV Bhopal,109.0
47,Vidyavardhini's College of Engineering and Technology,105.5
48,Symbiosis Institute of Technology,104.48
49,Kalinga Institute of Industrial Technology,102.97
50,National Institute of Technology - Jamshedpur,101.9
51,Indian Institute of Technology Kanpur,100.3
52,Nirma University,95.92
53,J.C. Bose University of Science and Technology YMCA,92.64
54,Dr. D. Y. Patil Institute Of Engineering and Technology,92.42
55,Marathwada Mitra Mandal's College of Engineering,89.84
56,Guru Gobind Singh Indraprastha University,89.5
57,Indira Gandhi Delhi Technical University for Women,89.29
58,Lovely Professional University,89.29
59,M.H. Saboo Siddik College of Engineering,89.1
60,Hindustan Institute of Technology and Science,80.9
61,Bhartiya Institute of Engineering and Technology,75.21
62,Indian Institute of Technology Roorkee,73.5
63,Rajarambapu Institute of Technology,73.0
64,AISSMS (All India Shri Shivaji Memorial Society's) College of Engineering,72.5
65,BITS Pilani KK Birla Goa Campus,72.5
66,RMD Sinhgad School of Engineering,72.32
67,National Institute of Technology - Rourkela,72.0
68,Veer Surendra Sai University of Technology,70.5
69,KLE Technological University,70.0
70,Pillai College Of Engineering,68.68
71,St. Vincent Pallotti College of Engineering and Technology,62.81
72,G.V.Acharya Institute of Engineering & Technology,60.0
73,Chaitanya Bharathi Institute of Technology,59.31
74,Sinhgad Academy Of Engineering,59.0
75,Kakatiya Institute of Technology and Science Warangal,57.61
76,Bharati Vidyapeeth College of Engineering,57.5
77,Pimpri Chinchwad College Of Engineering,56.0
78,PEC University of Technology,54.0
79,SRM Institute of Science and Technology NCR Campus,51.5
80,Vasavi College of Engineering,49.03
81,NBN Sinhgad School Of Engineering,47.0
82,Sardar Vallabhbhai National Institute of Technology,46.58
83,Charotar University of Science and Technology,46.39
84,TKM  College of Engineering,44.13
85,Rajarshi Shahu College Of Engineering,43.0
86,Rayat Institute of Engineering and Information Technology,43.0
87,Indian Institute of Technology Dhanbad,42.0
88,Amrutvahini College Of Engineering Sangamner,40.0
89,Graphic Era University,40.0
90,Madras Institute of Technology,35.0
91,Netaji Subhas Institute of Technology,34.54
92,Chandigarh University,31.0
93,D.Y. Patil School of Engineering Academy Ambi,31.0
94,Nagesh Karajagi Orchid College Of Engineering & Technology,31.0
95,Lokmanya Tilak College of Engineering,30.0
96,TSSM’s Bhivarabai Sawant College of Engineering & Research,30.0
97,Laxmi Devi Institute of Engineering & Technology,28.97
98,Haldia Institute of Technology,28.0
99,MGM's Jawaharlal Nehru Engineering College,28.0
100,HMR Institute of Technology & Management,27.28
101,Manav Rachna International University,26.0
102,Saraswati College of Engineering,24.0
103,P.E.S. Modern College of Engineering,21.5
104,SRM Institute of Science and Technology - Ramapuram,20.65
105,Dr. Mahalingam College of Engineering and Technology,12.67
106,Nitte Meenakshi Institute of Technology,11.0
107,Acharya Institute of Technology,4.5
108,J.S.S. Academy of Technical Education Noida,0.0
109,National Institute of Technology - Calicut,-1.5
110,Bangalore Institute of Technology,-19.11
