Rank,University,Points
1,RMIT University,626.38
2,Swinburne University of Technology,540.47
3,Monash University,386.34
4,University of Queensland,281.35
5,University of Technology Sydney,277.72
6,University of Adelaide,182.55
7,University of Melbourne,145.32
8,University of Wollongong,139.37
9,University of Tasmania,123.79
10,Queensland University of Technology,117.7
11,University of Western Australia,104.31
12,The University of Newcastle,96.71
13,University of New South Wales,42.72
14,University of South Australia,37.29
