Rank,University,Points
1,Monash University,459.41
2,RMIT University,390.33
3,University of Queensland,300.0
4,Swinburne University of Technology,298.04
5,University of Technology Sydney,169.0
6,The University of Newcastle,162.98
7,University of Adelaide,134.25
8,University of Tasmania,117.69
9,University of South Australia,91.74
10,University of Western Australia,87.45
11,Queensland University of Technology,86.21
12,University of Wollongong,84.34
13,University of New South Wales,54.82
14,University of Melbourne,0.0
