Rank,University,Points
1,RMIT University,544.48
2,Swinburne University of Technology,485.76
3,Monash University,408.56
4,University of Queensland,302.75
5,University of Technology Sydney,288.29
6,University of Wollongong,167.61
7,University of Adelaide,163.4
8,University of Melbourne,158.88
9,University of Western Australia,137.61
10,Queensland University of Technology,117.5
11,University of Tasmania,100.23
12,The University of Newcastle,93.26
13,University of South Australia,77.0
14,University of New South Wales,68.73
