Rank,University,Points
1,Monash University,1593.23
2,Swinburne University of Technology,1354.5
3,RMIT University,1322.27
4,University of Queensland,770.25
5,University of Technology Sydney,576.8
6,University of Adelaide,537.9
7,University of Wollongong,526.28
8,University of Western Australia,511.82
9,The University of Newcastle,457.63
10,University of New South Wales,448.09
11,University of Tasmania,446.4
12,University of Melbourne,434.1
13,Queensland University of Technology,408.17
14,Curtin University,345.69
15,University of South Australia,279.41
16,Griffith University,263.07
17,University of New South Wales - Australian Defence Force Academy,57.0
