Rank,University,Lowest Place,#
1,RMIT University,1st,2
2,University of Queensland,1st,2
3,University of Technology Sydney,1st,1
4,Monash University,2nd,1
5,Swinburne University of Technology,2nd,1
6,The University of Newcastle,2nd,1
7,University of Adelaide,3rd,1
8,University of Wollongong,3rd,1
9,University of Tasmania,6th,1
10,Queensland University of Technology,N/A,0
11,University of Melbourne,N/A,0
12,University of New South Wales,N/A,0
13,University of South Australia,N/A,0
14,University of Western Australia,N/A,0
