Rank,University,Points
1,Monash University,374.91
2,RMIT University,322.69
3,Swinburne University of Technology,317.24
4,University of Queensland,158.82
5,University of Adelaide,149.61
6,The University of Newcastle,92.15
7,University of Technology Sydney,84.4
8,University of Wollongong,84.1
9,University of Tasmania,80.32
10,University of New South Wales,68.9
11,University of Western Australia,45.99
12,University of South Australia,30.89
13,Queensland University of Technology,4.5
14,University of Melbourne,0.0
