Rank,University,Points
1,Monash University,1993.27
2,RMIT University,1290.28
3,University of Adelaide,814.39
4,Swinburne University of Technology,792.22
5,University of Queensland,770.44
6,University of Wollongong,759.34
7,The University of Newcastle,545.36
8,University of Tasmania,420.88
9,University of Technology Sydney,364.6
10,Curtin University,343.92
11,University of New South Wales,285.3
12,University of Western Australia,140.15
13,University of South Australia,139.77
14,University of Melbourne,15.0
15,Griffith University,12.0
16,Queensland University of Technology,12.0
17,University of New South Wales - Australian Defence Force Academy,0.0
