Rank,University,Points
1,Monash University,7689
2,RMIT University,5555
3,Swinburne University of Technology,4590
4,University of Queensland,3430
5,University of Adelaide,2588
6,University of Wollongong,2547
7,The University of Newcastle,2328
8,University of Technology Sydney,2214
9,University of Tasmania,1860
10,Curtin University,1655
11,University of Western Australia,1615
12,University of New South Wales,1581
13,University of Melbourne,1166
14,Queensland University of Technology,981
15,University of South Australia,732
16,Griffith University,593
17,University of New South Wales - Australian Defence Force Academy,114
