Rank,University,Points
1,Monash University,715.0
2,University of Adelaide,496.25
3,RMIT University,472.09
4,University of Wollongong,467.5
5,University of Queensland,450.67
6,The University of Newcastle,398.5
7,Swinburne University of Technology,390.55
8,University of New South Wales,366.33
9,University of Technology Sydney,346.5
10,University of Tasmania,320.5
11,University of Western Australia,247.5
12,University of Melbourne,235.75
13,University of South Australia,197.0
14,Queensland University of Technology,144.2
