Rank,University,Points
1,Monash University,68.09
2,University of Queensland,60.55
3,University of Technology Sydney,57.66
4,University of Wollongong,55.87
5,University of Adelaide,54.47
6,RMIT University,54.45
7,University of Melbourne,52.96
8,Swinburne University of Technology,48.58
9,University of Western Australia,45.87
10,University of South Australia,38.5
11,University of New South Wales,34.36
12,University of Tasmania,33.41
13,The University of Newcastle,31.09
14,Queensland University of Technology,29.38
