Rank,University,Points
1,Monash University,69.6
2,University of Queensland,67.3
3,Griffith University,58.24
4,Curtin University,55.54
5,University of Wollongong,53.85
6,RMIT University,53.53
7,University of Adelaide,51.79
8,University of Western Australia,51.53
9,University of Tasmania,51.21
10,Swinburne University of Technology,49.51
11,The University of Newcastle,44.66
12,University of Melbourne,44.58
13,University of New South Wales,44.41
14,University of Technology Sydney,41.3
15,Queensland University of Technology,36.45
16,University of South Australia,13.31
17,University of New South Wales - Australian Defence Force Academy,7.8
