Rank,University,Points
1,University of Queensland,48.67
2,Monash University,46.11
3,The University of Newcastle,40.76
4,Curtin University,36.1
5,University of Tasmania,33.65
6,RMIT University,32.53
7,University of Adelaide,26.94
8,University of Wollongong,25.85
9,Swinburne University of Technology,24.84
10,University of Technology Sydney,24.14
11,University of South Australia,22.94
12,University of Western Australia,21.74
13,Queensland University of Technology,14.37
14,University of New South Wales,13.7
15,Griffith University,0.0
16,University of Melbourne,0.0
17,University of New South Wales - Australian Defence Force Academy,0.0
