Rank,University,Points
1,Monash University,47.7
2,University of Adelaide,33.43
3,The University of Newcastle,31.33
4,University of Wollongong,30.15
5,University of Melbourne,25.62
6,RMIT University,21.8
7,Swinburne University of Technology,19.16
8,University of Tasmania,16.47
9,University of New South Wales,14.31
10,University of Western Australia,12.72
11,University of Queensland,11.52
12,University of Technology Sydney,10.55
13,Queensland University of Technology,4.84
14,University of South Australia,1.17
