Rank,University,Points
1,Monash University,238.8
2,University of Wollongong,163.33
3,RMIT University,112.98
4,University of Adelaide,103.3
5,The University of Newcastle,95.16
6,University of Technology Sydney,72.92
7,Swinburne University of Technology,57.33
8,University of Queensland,51.6
9,University of Tasmania,5.67
10,University of Melbourne,4.67
11,Queensland University of Technology,0.0
12,University of New South Wales,0.0
13,University of South Australia,0.0
14,University of Western Australia,0.0
