Rank,University,Lowest Place,#
1,Universidad Nacional Autónoma de México,5th,1
2,Universidad LaSalle,18th,1
3,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,N/A,0
4,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,N/A,0
5,ESIA San Luis Potosi,N/A,0
6,Instituto Politécnico Nacional,N/A,0
7,Instituto Tecnológico de Chihuahua,N/A,0
8,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,N/A,0
9,Universidad Autónoma del Estado de México,N/A,0
10,Universidad Iberoamericana,N/A,0
11,Universidad Panamericana Sede México,N/A,0
