Rank,University,Points
1,Universidad Nacional Autónoma de México,33.0
2,Universidad LaSalle,31.22
3,Instituto Tecnológico de Chihuahua,14.0
4,Universidad Autónoma del Estado de México,5.0
5,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,2.5
6,Universidad Iberoamericana,2.5
7,Universidad Panamericana Sede México,2.5
8,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,0.0
9,ESIA San Luis Potosi,0.0
10,Instituto Politécnico Nacional,0.0
11,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,0.0
