Rank,University,Points
1,Universidad LaSalle,92.0
2,Universidad Nacional Autónoma de México,66.01
3,Unidad Profesional Interdisciplinaria en Ingeniería y Tecnologías Avanzadas or UPIITA,55.0
4,Universidad Iberoamericana,55.0
5,Instituto Tecnológico de Chihuahua,54.78
6,Universidad Panamericana Sede México,42.86
7,Universidad Autónoma del Estado de México,41.15
8,Escuela Superior de Ingeniería Automotriz (ESIA) Tlalnepa,36.67
9,Instituto Politécnico Nacional,34.0
10,Escuela Superior de Ingeniería Mecánica y Electrica Unidad Politécnica Ticomán,6.67
11,ESIA San Luis Potosi,0.0
